id,value
id_194,19.932932587640828
id_195,-3.4133323376038582
id_196,32.44599940281316
id_197,10.582973029979883
id_198,21.775225707258457
id_199,62.46529206567791
id_200,24.132943687316413
id_201,26.20123964740091
id_202,63.74447723440291
id_203,2.834297774129059
id_204,14.379246986978849
id_205,9.369850731753818
id_206,9.881166613595418
id_207,3.494945358972151
id_208,122.60804937921779
id_209,21.083513014480577
id_210,17.532220599455126
id_211,20.183098344596978
id_212,36.39313221228183
id_213,34.935151205290694
id_214,18.83031266145863
id_215,38.34455552272329
id_216,77.91663413807039
id_217,1.7953235508882273
id_218,13.445827939135777
id_219,36.13115559041212
id_220,15.150403498166318
id_221,12.941848334417898
id_222,113.12524093786391
id_223,15.224604677934352
id_224,14.824025968612087
id_225,59.26735368854044
id_226,10.583695290718516
id_227,20.99306256353219
id_228,9.789365880830385
id_229,4.771180008705967
id_230,47.92780690481288
id_231,12.39943839475103
id_232,48.146476562644175
id_233,40.46638039656415
id_234,16.94059027033296
id_235,41.266544489418735
id_236,69.02789203372902
id_237,40.346249244122355
id_238,14.313743982871117
id_239,15.770726634219841
